memory_total,q,s1x,s1y,s1z,s2x,s2y,s2z,sxsid
0.093274823,1.000086857,-0.798967019,0.0030268,0.03028458,2.65E-06,3.86E-05,-5.04E-05,760
0.054688381,2.000173343,-0.166659735,-0.781463303,0.027505239,4.97E-07,-1.49E-06,-6.30E-06,761
0.12619079,1,-0.526977763,-0.033493992,0.600353542,0.349302878,-0.678557385,0.238316799,762
0.070947039,1.999811956,0.743148563,0.291484067,0.044899005,-0.067457253,-0.133123743,0.785615689,763
0.093685631,1.000063259,-0.148842261,-0.549877172,0.561012832,-0.516952495,-0.294213344,-0.534263471,764
0.051155697,1.999821885,0.047897436,-0.765200711,0.226909943,-0.583028002,0.318866887,-0.444511362,766
0.096696415,1.0000233,-0.592757803,0.147322862,-0.51583614,0.517159722,0.280281076,0.54165698,767
0.062327092,1.99980735,-0.373267837,-0.702969103,0.076914353,0.429001886,0.662529954,-0.128847727,768
0.050625514,1.999877991,-0.414116565,0.683160671,-0.033254774,-0.407672163,0.157867495,-0.669424927,769
0.064621801,1.999985068,-0.188284849,0.774407037,0.063844961,0.137882531,-0.777842331,-0.124227926,770
0.058812716,1.999918733,-0.741609545,0.154729078,0.255769276,0.324021285,0.530340136,-0.503188825,772
0.095253577,1.000045592,0.454258819,-0.657728339,0.019749138,-5.03E-05,-4.12E-05,-5.99E-05,773
0.059165037,2.000005829,0.765148445,-0.227843825,0.045286292,-3.50E-05,-6.24E-06,-1.03E-05,774
0.128697657,1,0.420638666,-0.366225055,0.572810678,0.158884015,0.73213182,0.279223029,775
0.067667485,1.999837817,-0.680870615,0.416043454,0.048466158,0.15610867,0.020746426,0.783847518,776
0.057822914,2.000103375,0.725893195,-0.204123687,0.265961107,-0.376664159,-0.511723551,-0.485578341,777
0.065373752,1.999823786,0.714520157,0.349346999,0.081570299,-0.754056082,-0.22161662,-0.146614811,778
0.093902421,1,0.463450231,-0.354576479,0.546638614,0.174289856,-0.594306944,-0.50559131,779
0.05558671,1.99993808,0.733609506,-0.305045601,-0.088458613,0.691470901,0.065432354,0.396339438,780
0.046597397,1.999857429,-0.50078904,-0.622939489,-0.021011532,0.0019496,-0.445341079,-0.663996693,781
0.077605974,1.000089279,0.386240042,0.390061969,-0.581297591,1.86E-05,-3.08E-06,-4.85E-05,782
0.054108505,2.000153658,0.099862828,-0.567679306,-0.553914324,-9.61E-07,-2.28E-06,-4.67E-05,783
0.104524697,1.000004246,0.126573263,0.756299045,-0.225690657,-0.520718996,-0.331016727,0.508598115,784
0.060003262,1.999613439,0.063334358,0.56828929,-0.558982422,-0.050276649,-0.033514478,0.797305021,785
0.072065482,1.000068692,-0.063652141,0.773037148,0.194110814,-0.226736944,0.190472351,-0.742769036,786
0.054661017,2.000117017,0.269464469,-0.48884747,-0.572339202,0.783395668,0.130952594,0.093723356,787
0.060821305,1.000016279,0.648117931,-0.44400795,-0.148402369,0.664785621,0.250249054,-0.367045579,788
0.054359941,1.999867016,0.092065152,-0.587498586,-0.534493527,-0.602823966,-0.525181986,-0.008886945,789
0.080759683,1.000014974,-0.348138219,0.130372931,-0.70770423,0.635394167,-0.465744939,0.137134536,790
0.054015886,1.999919025,0.127444621,-0.573483689,-0.542166632,-0.456561022,0.654933704,-0.045440649,791
0.045717913,1.9998787,-0.480396651,0.314069972,-0.556574188,-0.118197965,-0.036677557,-0.789866023,792
0.079086662,1.000039703,0.324408191,0.136815964,-0.717903846,-0.781455251,-0.040808166,0.165043219,793
0.054716438,1.999966746,-0.426614096,0.392123586,-0.550937158,0.7474913,-0.282205426,-0.035178683,794
0.068689694,1,0.671065276,-0.381472044,0.208547917,0.269868158,0.116242466,-0.74355657,795
0.055109975,1.999825871,-0.540351739,0.140507427,-0.572335638,-0.327523791,-0.724131316,0.087659242,796
0.066425689,1,-0.354394127,-0.69135021,-0.188973115,0.289446617,-0.646449585,-0.371102471,797
0.052685803,1.999887056,-0.505620828,-0.29666201,-0.543631066,-0.655016014,0.457832021,-0.028306506,798
0.078071839,1.000064656,-0.54812004,0.111388783,-0.571378318,-3.69E-06,1.98E-05,-4.81E-05,799
0.053011696,2.000000375,0.49983038,0.270858196,-0.561936972,6.06E-07,8.24E-06,-0.000108473,800
0.110844402,1,-0.759760774,-0.06211894,-0.240565017,0.500840365,-0.418493818,0.462005571,801
0.061516596,1.99980835,-0.57499857,-0.004219379,-0.555332111,0.066033032,-0.036854427,0.796076345,802
0.062700095,1.000039809,-0.542169811,0.564020973,-0.165544338,-0.70969919,-0.083894118,-0.358903456,803
0.052958002,1.99994308,0.471927457,0.367287002,-0.530761409,0.710646841,-0.366813776,-0.007987838,804
0.083117238,1,0.058165627,-0.390087139,-0.695358506,0.10770514,0.779998065,0.139011454,805
0.052398891,1.999862548,0.318434806,0.476121485,-0.557738792,-0.105461062,-0.791696513,-0.037168759,806
0.067935365,1,-0.759631471,0.102223023,0.227661572,-0.202341435,-0.208177101,-0.744984721,807
0.053356897,1.999948749,0.475368882,0.270375036,-0.583014188,-0.246875285,0.759101663,0.047493312,808
0.045911724,1.999835532,-0.040174965,-0.570013205,-0.559089514,0.092445082,-0.099965664,-0.787814425,809
0.09536432,1.000019759,-0.148153391,0.78561969,0.016348449,6.56E-05,1.73E-05,-6.29E-05,810
0.134139111,1,0.025146863,0.553326057,0.576559872,-0.723018188,-0.153612796,0.30479643,811
0.069065672,2.000078449,-0.597783912,0.530346813,0.026075914,0.297424027,-0.74120613,-0.042085614,812
0.051802984,1.999637596,-0.414514125,0.682820669,-0.037295177,-0.149169605,0.746899659,0.243135991,813
0.060538299,1.999946716,-0.755796596,0.063462039,0.253045521,0.446045337,0.437717289,-0.498909354,814
0.046945388,1.999851665,0.743603792,0.293364257,-0.018522435,0.202652615,0.392077105,-0.666676079,815
0.09339472,1.000086896,0.798154823,-0.03643673,0.029982805,-4.10E-06,-4.22E-05,-5.18E-05,816
0.05467194,2.000166406,0.167620501,0.781265305,0.027632808,9.50E-07,3.45E-06,-1.57E-05,817
0.070526337,1.999816977,-0.608639306,-0.516611868,0.043502332,0.02538413,0.150940676,0.784880045,819
0.058274122,1.999981905,0.597836346,0.49417826,0.1938509,-0.18169505,-0.695933405,-0.349376719,820
0.061829392,1.999839877,0.126847544,0.789064988,-0.02403346,-0.766635313,-0.181792666,0.136504116,821
0.090403576,1.000025116,0.782750575,-0.012086247,0.162502902,0.69876859,-0.384542959,-0.056804267,822
0.050464811,2.000025119,-0.332635346,0.724715689,0.057039972,0.470511662,0.643004032,-0.067953136,823
0.050655007,1.999580964,0.377714946,-0.704100014,-0.033866631,0.399949998,-0.180236494,-0.668202119,824
0.095409284,1.000019789,0.159747377,-0.783347869,0.016222265,-6.59E-05,-1.83E-05,-6.30E-05,825
0.094953851,1,-0.081761163,-0.794277597,0.04246699,-0.095948737,-0.792977715,0.036613834,828
0.056091172,2.000030845,0.672789884,-0.374227632,0.216139198,-0.317984311,-0.638926502,-0.360811939,829
0.066300201,1.999853796,0.771615646,-0.165028965,0.128841736,-0.749929374,0.00457332,-0.277141984,830
0.094059643,1,0.054905024,-0.400904251,0.68973397,0.309169707,-0.308683176,-0.669577745,831
0.060539388,1.999906978,0.459761054,-0.651025061,-0.062270578,0.666376386,0.323525411,0.30123493,832
0.047271728,1.999875574,-0.786012454,-0.145727711,-0.01704135,-0.270339791,-0.344056953,-0.66900241,833
0.093378515,1.000087326,-0.798327175,0.032312818,0.030062527,4.03E-06,3.76E-05,-4.95E-05,834
0.054716297,2.000059231,-0.134404351,-0.78762353,0.026658185,-8.93E-06,-1.39E-05,-1.62E-05,835
0.070931409,1.99980966,0.769690225,0.211780719,0.04460893,-0.079658637,-0.12478484,0.785840857,837
0.093659857,1.000063461,-0.16232746,-0.533714788,0.572758118,-0.510785857,-0.285251292,-0.544946377,838
0.054675421,2.000039762,0.092477628,-0.786654144,-0.109215388,0.414455846,-0.605171973,0.318698458,839
0.050736623,1.999718996,-0.051463473,-0.763866207,0.230731927,-0.551547012,0.381345213,-0.435394816,840
0.096473889,1.000023427,-0.573875143,0.16790286,-0.530679141,0.501416158,0.277412973,0.557697809,841
0.062380509,1.999746678,-0.408803033,-0.682609859,0.08007093,0.451325442,0.646219927,-0.135242305,842
0.111982007,1.000021209,-0.088602119,0.72187843,0.332229093,-0.381779727,-0.046906206,0.109115239,844
0.062106854,2.000117928,-0.329887516,-0.725844505,0.057397016,-0.035913156,0.128896846,0.376767119,845
0.110114921,1.000082526,0.579923669,-0.43270396,0.340093741,0.1560297,0.35407409,0.100865853,846
0.059573543,1.999942568,-0.213386621,0.769698237,0.035504833,0.098802883,-0.070336525,0.380972035,847
0.110831826,1.000048251,-0.525147444,-0.480585635,0.364132522,0.274617746,-0.277028281,0.088306447,848
0.065542316,2.000096274,0.77569337,-0.187916995,0.04587254,-0.097834657,-0.066165976,0.381973248,849
0.073845999,2.000058899,2.44E-06,2.74E-06,-9.38E-05,0.083073084,-0.391255814,0.002366008,850
0.130477353,1.000073827,0.265602694,0.329733513,0.67823549,0.079847165,-0.357934416,0.159400828,851
0.12457322,1.999844413,0.076779027,0.233084086,0.760839949,0.188426841,0.327813819,0.130064678,852
0.09364168,1.000018476,0.003678902,-0.799139165,0.027405425,-0.000522393,-0.399675963,0.013518886,853
0.057205593,2.000173513,0.682066674,-0.404782887,0.100388358,-0.066458978,-0.379936418,-0.105654516,854
0.09335134,1.000077407,-0.664814605,0.178703761,0.406664407,-0.00372101,-0.148072542,-0.371420687,855
0.094594735,1.000060759,0.696030673,0.115333838,-0.376219823,-0.004720457,-0.149849185,0.370750828,856
0.076015817,1.00008598,-0.427604829,-0.02050803,-0.675263956,0.222359692,-0.302865957,-0.137040665,857
0.073579359,2.000073631,1.89E-06,-6.52E-07,-3.87E-05,-0.357695386,0.17888458,0.0043944,858
0.12804179,1.000071429,0.111357941,-0.458881926,0.64522915,-0.311882176,0.189246556,0.163789424,859
0.124082564,2.000061898,0.142276787,-0.222587143,0.754562478,0.148039632,-0.356098472,0.10597039,860
0.093904768,1.000018101,-0.080988853,-0.705620509,-0.367254513,-0.131356517,0.071295514,0.370934212,861
0.06345942,2.000020349,0.662489947,-0.439496416,0.084570812,-0.320716235,0.195664656,-0.137030242,862
0.094568273,1.000074939,-0.319108987,0.732560989,0.027239967,-0.15769718,0.367176552,0.015212804,863
0.052433632,2.000189192,-0.526482821,-0.593289393,0.098995421,-0.32302518,0.216622403,-0.093035997,864
0.094515041,1.000058338,0.271752508,0.631975996,0.407606006,-0.133474214,0.055948739,-0.372757481,865
0.058442357,2.000053634,-0.223984839,0.766563459,-0.03721417,-0.357028936,0.069462591,0.166227267,866
0.075736937,1.000083817,0.18890344,0.38724204,-0.673497794,-0.372553062,-0.000251535,-0.14542332,867
0.051574397,1.999938265,0.00211911,-0.000698422,-0.799624463,0.15882452,0.367018394,0.00417417,868
0.073800619,2.000154417,-1.28E-06,1.10E-06,-1.09E-05,0.116239943,0.382695216,0.002449017,869
0.132133275,1.000073006,-0.417329436,0.195253792,0.653469568,0.304102368,0.190883811,0.176058718,870
0.095726018,1.000017391,0.107641858,-0.691574301,0.386767671,0.137084059,0.031105244,-0.374348794,872
0.059185586,2.000125546,0.417232807,-0.681533107,-0.026211574,0.357080577,0.051726778,0.172637111,873
0.095624438,1.000073476,-0.453424062,0.555314724,-0.353850542,0.123774751,0.057841725,0.375845257,874
0.058443614,2.000144596,-0.563619192,-0.559296647,0.092192258,0.233764178,0.294436575,-0.136306387,875
0.088477555,1.000057435,0.627048049,0.494717391,0.037586986,0.315339936,0.245387505,0.016510496,876
0.056594759,2.000084488,-0.532410101,0.59153778,0.076321844,0.180474987,0.337309756,-0.116576751,877
0.076493213,1.000081332,0.248407558,-0.381000176,-0.657574364,0.138359025,0.346373646,-0.144312574,878
0.080412082,1.000014127,-0.131702446,0.737026328,-0.280957235,0.382668582,-0.00854697,-0.116162065,879
0.052795867,1.99979137,-0.038612004,0.798683416,0.011629146,-0.129808263,0.161436846,-0.342046408,880
0.079895236,1.000064943,0.554432126,-0.503437962,-0.280145394,-0.268053209,-0.273494079,-0.115270214,881
0.054440324,1.999932621,0.568327281,-0.562437064,0.009317742,0.190055084,-0.021886283,-0.350969029,882
0.077451163,1.000064285,-0.562227928,-0.485170828,-0.296427933,-0.212893114,0.322318423,-0.10361267,883
0.050908699,1.99993045,-0.476498195,-0.642054732,0.00754318,0.016733619,-0.199101695,-0.346260851,884
0.080069264,1.99972566,-2.90E-06,5.92E-06,-1.93E-05,0.109792234,0.51734956,0.599566761,885
0.068931614,1.999863161,-0.77885207,0.122790209,0.132394698,0.470952609,0.481534812,0.43074392,886
0.118996643,1.00000602,0.156097918,-0.476422542,0.622721311,0.302347046,-0.739996429,-0.015230516,887
0.060047981,1.999830741,0.284759935,0.746267745,0.033263579,0.438961326,0.116161748,0.658140487,888
0.118939872,1,-0.515108912,0.374558861,0.483490663,0.360214281,-0.70932707,0.080110076,889
0.068609466,1.99972752,0.502885279,-0.621551863,0.013042542,-0.060610281,0.5420126,0.584676535,890
0.087375859,1.000005974,-0.38234645,-0.489163396,-0.503398794,0.749926074,0.002270346,0.277550111,891
0.054740656,1.999819547,-0.019678096,-0.016300706,-0.799038661,0.440724143,-0.335908193,0.576436985,892
0.079996598,1.999677477,-1.89E-06,-6.05E-07,-3.47E-05,0.330457569,-0.446894117,0.574898218,893
0.143720909,1.999851629,0.016720628,0.204232061,0.772880434,-0.240211434,0.411026294,0.642033766,894
0.12360947,1,0.61867013,0.021584735,0.50605583,-0.696549457,0.382179224,0.090157052,895
0.072690615,1.99991531,-0.781482982,0.166964676,0.022822925,0.380876506,-0.430585886,0.555904492,896
0.118921341,1.000039032,-0.732112108,-0.310622779,0.081267322,0.292104559,-0.51833774,0.534208803,897
0.065937744,1.999940385,0.508043115,0.605087023,0.121566987,0.140477921,-0.667654368,0.417146434,898
0.11586069,1,-0.447615292,0.010731288,0.66248128,-0.792447797,-0.104992973,0.018386929,899
0.059672623,1.999851679,0.445660334,-0.662752491,0.039383623,-0.100168478,-0.488736391,0.62508552,900
0.088925537,1.000028965,-0.184870549,0.614853609,-0.476113904,-0.355070448,-0.656973475,0.285991259,901
0.054877343,1.99978544,-0.010723514,0.024918049,-0.79887613,-0.512036945,-0.007168169,0.614314482,902
0.079505238,1.999742514,2.65E-06,-2.35E-06,-2.32E-05,-0.489924205,-0.073160341,0.627523545,903
0.144795169,1.999981429,0.118202733,-0.1661948,0.772877488,0.410828454,-0.184733614,0.660410399,904
0.113154267,1,0.219301697,0.389952428,0.66265009,0.323031982,0.731270861,0.010954242,905
0.061357195,1.999829468,-0.674164168,0.426112571,0.057117747,-0.107690826,0.494176802,0.619189379,906
0.117596063,1.000016133,0.166807596,-0.618167058,0.478767823,0.18526342,0.770824702,0.103539496,907
